session_id,timestamp,valid_data,activation,scl_avg
06562930-adc3-11eb-8080-808080808080,1620233900,true,false,3.119292736053467
06562930-adc3-11eb-8080-808080808080,1620233900,true,false,3.29815936088562
06562930-adc3-11eb-8080-808080808080,1620233900,true,false,3.4631054401397705
06562930-adc3-11eb-8080-808080808080,1620233900,true,false,3.793196201324463
06562930-adc3-11eb-8080-808080808080,1620233900,true,false,4.022698879241943
06562930-adc3-11eb-8080-808080808080,1620233905,true,false,3.944204330444336
06562930-adc3-11eb-8080-808080808080,1620233905,true,true,3.7592062950134277
06562930-adc3-11eb-8080-808080808080,1620233905,true,false,4.010895729064941
06562930-adc3-11eb-8080-808080808080,1620233905,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233905,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233910,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233910,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233910,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233910,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233910,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233915,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233915,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233915,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233915,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233915,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233920,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233920,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233920,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233920,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233920,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233925,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233925,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233925,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233925,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233925,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233930,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233930,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233930,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233930,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233930,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233935,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233935,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233935,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233935,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233935,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233940,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233940,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233940,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233940,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233940,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233945,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233945,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233945,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233945,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233945,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233950,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233950,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233950,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233950,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233950,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233955,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233955,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233955,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233955,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233955,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233960,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233960,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233960,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233960,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233960,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233965,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233965,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233965,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233965,false,false,0.0
06562930-adc3-11eb-8080-808080808080,1620233965,false,false,0.0
